EVEN_NM,EVENT_TME_DC,EVEN_BGN_DT,EVEN_END_DT,HSTN_INSTT_NM,EVEN_PLAC_NM,EVENT_DETAIL_DC
청주공연예술제,,2006-11-03,2006-11-26,"극단 시민극장, 청주대 연극전공자","청주예술의전당, THEATRE-J 극장, 로드극장, 극장 문, 청주대예술극장 소극장, 야외가설무대（성만길）","• 대학교류전 ： 청주대학교 연극전공 4개팀 상명대학교 연극과 ：〈물고기 축제〉（이순원 연출), 〈갈매기〉（구종회 연출), 〈사랑을 주세요＞（이혜영 연출), 〈리투아니아〉（신현지 연출）,〈오해〉（신현지 연출） • 젊은 실험전 :〈날개〉（구재홍무용단), 〈차유〉（노현식무용단), ＜2006 춘향＞（극단 사랑）, （광인일기）（명품극단), 〈이웃집마돈나＞（극단공연수작걸다）,〈추파를던지다〉（극단추파), 〈브라이튼 해변의 추억〉（극단 시민극장)"
제5회 대구청소년 창작 단막극제,,2006-11-04,2006-11-05,청소년교육문화센터 우리세상,열린극장 마카,"•참가작 :〈연혼〉（경일여고）,〈미르에타〉（상인고）,〈예뫼〉（송현여고）,〈빈공간〉（현풍고）,〈날개짓〉 (구암중）,〈연상연하〉（상원중）,〈리허설〉（아양중）,〈우연히〉（월배중）"
제4회 2006 핀터 페스티벌 (2006 HAROLD PINTER FESTIVAL),,2006-11-07,2006-12-03,핀터 페스티벌 집행위원회,까망소극장,"• 참가작 :〈배신 Betrayal〉（극단 서울연극앙상블）,〈침묵 Silence〉（극단 원）,〈Kill! Kill? Kill! Dumb Waiter〉（극단 천지）,〈감질난 가족（The Homecoming）〉（극단 루트21）"
한국마임 2006,,2006-11-07,2006-11-19,한국마임협의회,게릴라극장,"• 참가작:〈마네킹〉（모던 메아리）,〈세가지 움직임〉（모던 메아리）,〈즉흥극＞（모던 메아리）, 〈아샹한나라로간타임씨〉（모던메아리）,〈꿈에〉（프로젝트팬 ) ,〈희망시항〉（박이정화 ) ,〈진화〉（이경렬）,〈우울〉（이윤재）,〈뒷모습〉（이정후 ) ,〈의미없는셋〉（프로젝트바르), 〈바보 똥개〉 (현대철 컴퍼니) ,〈더하기 & 빼기〉（동심）,〈어느날-판쵸06>, <풍장> (모짓굿스튜디오）"
제14회 전북소극장연극제,,2006-11-10,2006-12-31,한국연극협회 전북지회,"전주창작소극장, 문화영토 소극장판, 아하아트홀 남원 지리산소극장 군산사람세상소극장","•참가작:〈일상다반死(사)>（원제: 천국안내소 )〉（문화영토 판), 〈엔도르핀〉（극단황토 레퍼토리 시스템）,〈도덕적 도둑> (전주시립극단), 〈아낌없이 주는 나무>（달란트 연극마을）,〈마요네즈〉 ( 전주시립극단 ) ,〈행복하세요?!!（원제 : 굿 닥터）〉（재인촌 우듬지）,〈고도를 기다리며〉 （극단둥자）,〈꽃이랑풀이랑〉（인형극단까치동 어린이극단푸른숲), 〈쥐〉（창작극화）,〈안녕!오아시스〉（극단명태）,〈길 위에 서다〉（극단사람세상)"
제6회 2인극 페스티벌〈육담（肉談）과 골계(滑稽)〉-고금소총에서,,2006-11-11,2006-11-19,한강 아트컴퍼니,상명아트홀 2관,"• 참가작 :〈물동이전〉（극단 혼）,<수인담>（극단 76단）,〈비기 월단단〉（극단 대학로극장）, 〈사랑, 그 아름다운 이름만으로〉（극단 지구연극연구소）,〈정씨여자〉（극단 앙상블）"
제15회 전국어린이연극 경연대회,,2006-11-11,2006-11-11,어린이연극잔치 운영위원회,국립극장 별오름극장,"• 초청작 :〈방울이〉（인천 서도초등학교 개막공연） • 경연작:〈우리들의 아우성〉（인천 갈산초등학교）,〈우리는 찬구〉（전북군산옥봉초등학교 ), 〈별이 된내 친구〉（서울 석계초등학교）,〈심통이의꿈〉（울산 전하초등학교）,〈우리끼리 집보기〉（인천 십정초등학교）,〈시험지 여행〉（전남 나주초등학교）,〈우정은 아름다워＞（경북 포항제철서초등학교), 〈나쁜어린이표〉（경남함양위성초등학교）,〈아리수 끝 마을 투금포 이야기〉（경기 김포 옹정초등학교）,〈우렁이 각시〉（경기 포천 관인초등학교）,〈남견우 북직녀뎐〉（강원 속초 청호초등학교）,〈백일홍 내 친구〉（서울 원묵초등학교） • 축하공연 :〈달려라달려 달달달＞（극단마살）"
제5회 off대학로 페스티벌 부제 : 사무엘 베케트 탄생 100 주년,,2006-11-14,2006-12-10,off 대학로 페스티벌 집행위원회,대학로우석 레퍼토리극장,"•〈고도 기다리기（1952）〉（극단 연안）,〈승부의 종말 ( 1957）〉（극단 수）,〈행복한 날들 （1961）〉（극단솔마루）,〈PLAY（1963년）〉（극단숲) 〈오고가며（1966）〉（극단사다라움직임연구소 ) ,〈뭘 어디서（1983）〉（극단 사다리움직임연구소), 〈마지막테이프（1959）〉（극단전원）, 〈발소리（1975）〉（극단 표현과 상생)"
댄스 2000 페스티벌,,2006-11-14,2006-11-24,,서대문문화회관 대극장,"11.14 이서연 & 조현상〈짤막한 손 편지를 보내주세요.〉, 손유정〈그대 지금 안녕한가?〉, 김정윤〈공중그네〉, 이지혜 <Again & Again> 11.16 신동엽&나선주〈불시착하다...〉, 이수윤〈Hissing〉, 박 재영〈Random〉, 서정진〈혼돈〉 11.20 심도희〈오늘 그리고... Ⅱ〉, 임대호&정현직〈EXIT〉, 김주희〈두번째-자리에 앉기...혹은서기〉, 진윤희〈링반데롱〉 11.22 박지아〈꿈꾸는 달팽아〉, 이태훈〈미로〉, 이정진〈3page, 5page>, 이미현〈사정거리〉 11.24 김미나〈계>, 김준희〈둘〉, 임유정〈손을 쥐다 Ⅱ〉, 이진희〈기억의 끝에 서다...〉, 박재현〈경희, 운다〉"
2006 광주평화연극제,,2006-11-18,2006-12-10,,"문화예술회관 대소극장, 서구문화센터 공연장","• 초청작 : ＜Love, Rush! 사랑아달려!〉（극단아리랑）,〈경숙이, 경숙아버지〉（극단골목길）,〈산불〉,〈인류 최후의 키스〉"
2006 부산 대학연극축전,,2006-11-27,2006-12-01,"부산 연극관련학과 교수협의회, 을숙도문화회관","사하구 을숙도문화회관 대,소공연장","•〈검찰관〉（부산예술대학）,〈피의 결혼〉（동서대）,〈서푼짜리 오페라〉（영산대학교）, 〈가시고기〉（경산대학）, 뮤지컬〈눈먼 사랑〉（계명대학교）"
소극장 연극축제 제16회 목련 연극제,,2006-12-01,2006-12-31,대구연극협회,"대구 예전아트홀, 씨어터우전, 마루소극장","• 참가작: 모노드라마＜롤러스케이트를탄오뚜기〉（극단 마루）,〈오픈 커플＞（극단 연인무대）,〈꿈 먹고 물 마시고> (극단 예전）,〈유리가면>（극단 은누리）,〈나의 라임오렌지나무〉 （극단 고도）,〈2006 신의 아그네스＞（이송희 레퍼토리）,〈출구없는 방〉（극단한울림）,〈굿 모닝 콩트〉（극단 처용）"
제2회장애인나눔연극제,,2006-12-01,2006-12-10,한국장애인문화협회,문화일보 홀 M1 층,"•참가작:〈막차 탄 동기동창〉（극단 동행）,〈시선〉（장애인극단휠（wheel））,〈해당화〉（트러스트 무용단),〈배비장전〉（농아인극단 에파타）"
12월 이루마소극장페스티벌,,2006-12-23,2006-12-30,극단 이루마,극단 이루마 전용소극장,"• 참가작 :〈그 여관의 손님〉（극단 이루마）,〈사이〉 （밀양연극협회）,〈뒤집기 흥부전〉（극단 미소 ), 〈락 페스티발〉 （TOM 밴드）"
2017 SF연극제,2회,2017-01-17,2017-02-26,소극장 혜화당,소극장 혜화당,"대학로에서 쉽게 접해보기 어려운 SF 소재 연극들이 소극장혜화당의 SF연극페스티벌 ‘2017SF연극제’에서 공연됐다. 올해 두 번째를 맞이하는 연극제는 쉽게 접하기 어려웠고 주목받지 못했던 SF장르를 선보이며, 연극인들의 끊임없는 도전 정신을 보여주었다. 올해 연극제는 지난해 보다 2주 추가돼 더욱 탄탄한 ‘라인업’을 선보였다."
경기공연예술페스타2017,,2017-01-18,2017-01-21,"경기문화재단,구리아트홀",구리아트홀,경기지역 17개 문예회관과 공연장 상주단체가 참여한 이번공연은 파트너십을 통해 그동안 축적된 성과와 의미를 나누고 공연장과 상주단체간 교류의 장을 마련해 새로운 공연 유통과 보급을 위한 축제형 아트마켓의 표본이 되었다. '특별초청공연'과 상주단체 레퍼토리와 신작으로 구성된 '베스트 컬렉션'을 비롯하여 '공연 중매프로젝트'와 시민이 함께 즐길 수 있는 '시민참여프로그램'등 풍성하고 다채롭게 꾸며졌다.
2017 안양국제무용페스티벌,,2017-01-21,2017-01-21,"안양시, 중국DTM CHINA",안양아트센터 관악홀,"안양시와 중국 허난성 무용단체인 DTM 차이나가 공동주최한 이번 페스티벌은 20일 국제 무용 콩쿠르, 21일 시상식과 개막식, 콩쿠르 우수작 갈라 공연과 해외초청공연으로 꾸며졌다. 국제 무용 콩쿠르에서는 발레, 현대무용, 한국무용, 실용무용(K-POP, 비보이 등) 각 부문의 경연이 펼쳐졌다. 무용수에게는 한국과 중국 참가자 별로 대상(안양시장상)부터 동상까지 수여됐으며, 총 9명의 안무가에게는 국회의원상이 수여됐다."
제3회 인천프렌즈페스티발,3회,2017-01-25,2017-02-13,인천연극협회,문학시어터,
G-1년 올림픽 페스티벌,,2017-02-09,2017-02-19,,올림픽 개최지 일원,"지(G)-1년 기념 문화 대향연의 첫 문을 여는 문화예술행사는 ‘지(G)-365일 평창동계올림픽 성공 기원 음악회’로서, 서울 예술의전당에서 2월 7일(화) 개최됐다. 세계적인 첼리스트 정명화, 바이올리니스트 정경화, 한국 성악의 자존심 홍혜경, 한국을 대표하는 명창 안숙선 등 세계적 반열에 있는 우리 음악인들이 함께했다."
제6회 한울림골목연극제,6회,2017-02-11,2017-03-02,극단 한울림,한울림소극장,"6개 작품이 무대에 오르는 이번 연극제에는 지역 연극인뿐만 아니라 부산, 광주 극단도 참가해 번역극, 창작극 등 다양한 장르의 작품을 무대에 올렸다."
2017 평창겨울음악제,,2017-02-15,2017-02-19,"문화체육관광부, 강원도",알펜시아 콘서트홀&용평드래곤밸리호텔 그랜드볼룸,"동계올림픽 1년을 앞두고 두 번째로 열리는 이번 겨울음악제는 콘서트홀에서 클래식 4회, 재즈 6회 공연으로 마련된다. 강릉 올림픽파크 특설무대에서는 2018평창동계올림페스티벌과도 연계한 재즈 공연을 펼친다. 15일 오프닝공연에는 첼리스트 정명화와 명창 안숙선이 한 무대에 올라 판소리와 클래식이 어우러진 무대를 선보인다. 2017년 그래미상 후보에 오른 재즈피아니스트 존 비즐리의 솔로와, 다이나믹한 연주로 유튜브에서 폭발적 인기를 얻은 앤더슨 앤 로 피아노듀오의 공연까지 다채로운 무대가 마련된다."
제1회 미밋동산 평화예술제,1회,2017-02-17,2017-03-01,"(사)제주문화예술공동체,민족문제연구소 제주지부","제주항일기념관,간드락소극장 등 제주도 일원","가향국악원의 전병규 대금연주자가 국악과 현대 음악의 조화를 주제로 공연을 선보였다. 검은모래로 그려보는 제주의 여성독립운동가 김시숙, 마임이스트 이경식 공연, 무용·소리·연주가 어우러진 나무꽃, 오카리나 연주, 장애인들과 기타 연주 합동 공연, 백록예술단의 해녀항쟁가 시낭송이 진행됐다."
2017 안동공연예술축제 APAF,,2017-02-24,2017-04-29,안동문화예술의전당,안동문화예술의전당,"안동문화예술의전당에서 지역문화예술 10개 단체가 2월 24일부터 4월 29일까지 2017 안동공연예술축제(APAF, Andong Performing Arts Festival)를 진행했다."
청춘아트페스타,,2017-03-01,2017-03-26,청춘아트페스타 운영위원회,떼아뜨로 중구,"대구의 젊은 연극인들이 주축이 된 축제 ‘제1회 대구 청춘아트페스타’가 소극장 떼아뜨로중구(대구 중구 종로2가)에서 펼쳐졌다. 연극, 마임 등의 분야에서 활동해온 지역 20~30대 연극인과 예술에 관심이 많은 일반인이 축제에 참여하였으며, 축제 기간 선보인 작품은 모두 창작극이다."
"2017일번출구연극제(1번출구연극제)-그래도,연극은계속된다",,2017-03-01,2017-05-07,극단 주다(주다컬쳐),JH아트홀,"'1번출구 연극제’의 주제는 '소통’이다. <올모스트 메인>은 작은 마을 올모스트 메인에서 일어나는 소시민적인 ‘따뜻한 삶과 소통’을 담았으며, 극단 아리랑의 <아무도 아무 말도 하지 않았다(작 배새암, 연출 최민혜)>로 불통의 시대에서의 ’소통’을, 극단 광대모둠의 <이상없다(작연출 최해주)>는 공연 전 일어나는 스태프들의 셋업 과정의 이야기를 통해 사람 사이의 ’사회적 관계와 소통’을 전했다. 극단 주다의 <지하실(작연출 박상현)>은 극한의 상황에서 벌어지는 인간의 심리를 통해 ’이 시대와의 개인의 소통‘을, 마지막 작품 극단 후암의 <흑백다방>과 <자이니치>는 시대의 피해자와 가해자가 주고받는 ’치유와 위안의 소통‘ 그려냈다."
2017서울돈화문국악당〈프리＆프리>,19회,2017-03-03,2017-05-27,(재)세종문화회관 서울돈화문국악당,서울돈화문국악당,"2017 '프리&프리'는 지난 12월부터 올해 1월까지 진행된 5가지 관객유형별 공모를 통해 134개 팀 중 25개의 팀을 선정했다. 유·아동, 청소년, 주부·시니어, 외국인, 일반의 5가지 유형의 관객 대상에 맞는 시간대에 맞추어 52회 공연을 배치했다."
제34회 대구연극제,34회,2017-03-11,2017-03-17,(사)대구연극협회,봉산문화회관,"대구 최대 연극축제, 제33회 대구연극제가 12일(화)부터 17일(일)까지 6일간 대구문화예술회관, 봉산문화회관, 대구시내 곳곳 소극장에서 열렸다. 대구의 민간 극단들이 경연 부문 6편, 비경연 부문 4편 등 모두 10편의 연극 공연을 시민들에게 선보였다."
제3회 무죽Festival,3회,2017-03-14,2017-06-04,극장 동국,극장 동국,"제3회 무죽(무대에서 죽을란다) 페스티벌’이 14일 서울 대학로 극장 동국에서 첫 무대를 선보였다. 이번 페스티벌에는 ‘자유와 정의’라는 큰 주제 아래에 극단들의 하고 싶은 이야기를 담았다. ‘신인류’ ‘소울메이트(soulmate)’ ‘파수꾼’ ‘성난 발명가들’ ‘디딤돌’ ‘프로젝트팀’ 등 총 6개의 극단이 참여했으며, 드라마 ‘응답하라 1988’에서 택이 아빠로 주목받은 영화배우이자 극단 신인류의 대표 최무성이 총 제작을 맡았다."
